"gene","logFC","AveExpr","t","pvalue","padj"
"TMEM263",0.264,11.1279,1.9637,0.04957,0.09662
"MTERF2",-0.4632,9.4654,-3.7452,0.0001802,0.0008275
"CRY1",-0.042,9.8374,-0.3164,0.7517,0.8217
"BTBD11",-0.9366,7.9962,-2.4308,0.01506,0.03591
"PWP1",0.211,10.7322,1.5614,0.1184,0.1976
"PRDM4",0.3933,10.534,3.5479,0.0003883,0.001599
"WSCD2",-2.1895,6.6761,-4.8706,1.113e-06,9.724e-06
"CMKLR1",-0.485,8.8747,-1.5107,0.1309,0.2141
"FICD",-0.0501,8.5564,-0.3658,0.7145,0.7933
"SART3",0.1309,10.8834,1.088,0.2766,0.3877
"ISCU",-0.6643,11.2431,-4.3071,1.654e-05,0.0001037
"TMEM119",0.257,9.9256,0.7331,0.4635,0.5766
"SELPLG",0.3926,9.4182,1.2692,0.2044,0.3052
"CORO1C",-0.0227,11.8404,-0.109,0.9132,0.9397
"SSH1",0.0591,10.9635,0.3686,0.7125,0.7917
"USP30",-0.2568,9.6646,-1.8492,0.06443,0.1202
"ALKBH2",0.2555,8.8405,1.1948,0.2322,0.3377
"UNG",0.7107,10.5723,3.0342,0.002412,0.007544
"ACACB",-2.7078,11.089,-7.431,1.078e-13,4.555e-12
"MYO1H",-1.7479,6.0093,-4.348,1.374e-05,8.843e-05
"KCTD10",-0.3073,11.5444,-2.4195,0.01554,0.0369
"UBE3B",-0.0173,11.1196,-0.1247,0.9008,0.9317
"MMAB",-0.4542,9.7978,-2.5787,0.009918,0.0251
"MVK",-0.2268,9.3143,-0.9369,0.3488,0.4639
"FAM222A",0.8664,7.92,2.4655,0.01368,0.03303
"TRPV4",-0.0474,8.0172,-0.1309,0.8958,0.9281
"GLTP",-0.0253,10.6295,-0.1605,0.8725,0.9126
"TCHP",-0.0723,10.7491,-0.8194,0.4125,0.5275
"GIT2",-0.1487,10.9333,-1.0197,0.3079,0.4219
"ANKRD13A",-0.4586,10.8155,-3.3313,0.0008645,0.003136
"C12orf76",-0.0221,9.0791,-0.1795,0.8575,0.9022
"IFT81",0.5698,9.2922,3.0473,0.002309,0.007261
"ATP2A2",0.3769,13.278,3.4748,0.0005113,0.002016
"ANAPC7",0.5723,10.7069,4.84,1.298e-06,1.116e-05
"ARPC3",0.6485,11.5127,3.6431,0.0002694,0.001166
"GPN3",-0.2837,9.4901,-1.3946,0.1631,0.2553
"FAM216A",0.6206,7.6222,2.1964,0.02806,0.0603
"VPS29",0.0601,10.7751,0.4449,0.6564,0.7466
"RAD9B",-0.1134,6.3588,-0.4434,0.6574,0.7473
"PPTC7",-0.461,10.3505,-4.1219,3.758e-05,0.000213
"TCTN1",0.368,10.3117,2.1607,0.03072,0.06497
"HVCN1",-0.269,7.9738,-1.7251,0.08451,0.1499
"PPP1CC",0.0377,12.2013,0.2293,0.8186,0.8734
"CUX2",-3.3465,6.6814,-6.1545,7.531e-10,1.425e-08
"FAM109A",0.1247,8.8881,0.665,0.506,0.6163
"SH2B3",-0.3026,10.4328,-1.3796,0.1677,0.2609
"ATXN2",0.621,10.5847,3.47,0.0005204,0.002047
"BRAP",0.1347,10.0839,1.2481,0.212,0.3144
"ACAD10",-0.0311,9.882,-0.2551,0.7987,0.8579
"RP11-162P23.2",-2.1483,10.4128,-6.0228,1.714e-09,2.984e-08
"ALDH2",-2.0279,12.2417,-5.9987,1.989e-09,3.417e-08
"MAPKAPK5",0.3035,10.409,2.3411,0.01923,0.04401
"TMEM116",-0.1301,8.8592,-0.8144,0.4154,0.5302
"ERP29",0.1156,11.7272,0.5547,0.5791,0.6817
"NAA25",0.1745,10.1702,1.1092,0.2673,0.3776
"TRAFD1",0.1595,10.6488,1.0995,0.2715,0.3823
"HECTD4",0.1812,11.362,0.7597,0.4475,0.5616
"RPL6",-0.1974,13.2157,-1.0654,0.2867,0.399
"PTPN11",-0.3528,12.3001,-2.2193,0.02646,0.05746
"OAS1",1.4273,10.0368,4.5357,5.74e-06,4.142e-05
"OAS3",1.9222,11.2073,6.2187,5.011e-10,9.888e-09
"OAS2",1.991,10.6716,5.2018,1.974e-07,2.095e-06
"DTX1",-1.4752,8.4128,-3.8254,0.0001306,0.0006252
"RASAL1",-0.223,7.1523,-0.4087,0.6828,0.7673
"CFAP73",0.328,8.3921,1.2384,0.2156,0.3182
"DDX54",0.2071,10.8716,0.996,0.3192,0.4336
"RITA1",0.417,9.3355,2.3692,0.01783,0.04134
"IQCD",1.2339,6.8971,4.7453,2.082e-06,1.68e-05
"TPCN1",-0.5899,11.1163,-4.1216,3.762e-05,0.0002132
"SLC8B1",-0.1027,10.1088,-0.6185,0.5362,0.6433
"PLBD2",0.4529,11.7089,3.1171,0.001826,0.005963
"SDS",2.3096,7.5131,6.303,2.919e-10,6.095e-09
"SDSL",0.7133,8.3885,2.4493,0.01431,0.03436
"RBM19",0.0088,9.9401,0.0785,0.9374,0.957
"TBX5",0.1226,7.5006,0.3204,0.7487,0.8197
"TBX3",0.2916,11.2988,0.7748,0.4385,0.5525
"MED13L",0.0967,12.6383,0.5556,0.5785,0.6811
"MAP1LC3B2",-0.2997,8.6693,-2.1406,0.0323,0.06777
"C12orf49",0.4769,10.7436,3.0378,0.002383,0.007467
"RNFT2",2.6947,7.4149,9.1844,4.137e-20,5.244e-18
"HRK",1.3123,6.4641,2.6193,0.00881,0.02271
"FBXW8",0.2567,9.6187,1.484,0.1378,0.223
"TESC",-3.281,7.4049,-8.3188,8.887e-17,6.912e-15
"FBXO21",0.0544,11.1015,0.3781,0.7053,0.7859
"NOS1",-2.2269,5.9363,-4.0641,4.821e-05,0.0002639
"KSR2",1.0016,7.3336,2.3998,0.0164,0.03856
"RFC5",0.8281,9.5759,4.3905,1.131e-05,7.453e-05
"WSB2",0.3142,11.2748,1.3026,0.1927,0.2913
"VSIG10",0.0162,9.8017,0.0683,0.9456,0.9626
"PEBP1",0.1101,13.2727,0.5511,0.5816,0.6836
"TAOK3",0.1253,10.7302,0.7711,0.4407,0.5547
"SUDS3",0.5267,11.1714,3.6024,0.0003153,0.001339
"HSPB8",-1.5202,9.967,-3.7242,0.000196,0.0008882
"TMEM233",0.2182,6.2025,0.6954,0.4868,0.5983
"PRKAB1",0.2286,10.1108,1.6126,0.1068,0.1815
"CIT",2.7085,8.9095,10.9919,4.182e-28,2.104e-25
"BICDL1",2.2515,8.3558,6.3757,1.822e-10,3.926e-09
"RAB35",0.107,10.6399,0.8656,0.3867,0.5015
"GCN1",0.0248,12.162,0.1682,0.8664,0.9081
"RPLP0",0.1836,14.5816,0.7258,0.468,0.5808
"PXN",-0.3841,12.1702,-2.4786,0.01319,0.03201
"SIRT4",-0.7108,6.4894,-3.2525,0.001144,0.003996
"MSI1",1.6153,7.1755,3.1414,0.001681,0.005558
"COX6A1",0.894,10.9202,3.7744,0.0001604,0.0007486
"TRIAP1",0.1611,9.7221,0.8071,0.4196,0.5342
"AL021546.6",0.7517,9.678,3.83,0.0001282,0.0006152
"GATC",0.5145,11.5879,4.0559,4.993e-05,0.0002725
"SRSF9",0.5361,11.8268,3.5985,0.0003201,0.001354
"DYNLL1",0.6443,12.1909,3.2126,0.001315,0.004494
"COQ5",-0.0294,9.8664,-0.1361,0.8918,0.9253
"RNF10",-0.0148,12.4853,-0.0912,0.9273,0.9493
"POP5",-0.1176,9.0718,-0.8172,0.4138,0.5287
"CABP1",-1.6787,6.1784,-4.72,2.358e-06,1.875e-05
"MLEC",0.1951,13.1049,1.5787,0.1144,0.192
"UNC119B",-0.592,10.7759,-2.6428,0.008223,0.02147
"ACADS",-1.9565,9.3746,-6.0552,1.402e-09,2.503e-08
"SPPL3",0.0986,11.1275,1.1327,0.2574,0.3662
"HNF1A",0.2077,6.364,0.9231,0.356,0.4714
"C12orf43",-0.1234,9.1926,-1.1786,0.2386,0.3451
"OASL",2.2933,7.8342,5.434,5.511e-08,6.742e-07
"P2RX7",-0.2058,8.2438,-0.7614,0.4464,0.5606
"P2RX4",0.8226,10.0526,4.2133,2.517e-05,0.0001494
"CAMKK2",0.1103,11.3909,1.0977,0.2723,0.3832
"ANAPC5",0.1266,11.9656,0.9636,0.3352,0.4505
"RNF34",0.5037,10.3386,3.0526,0.002269,0.007155
"KDM2B",0.6672,10.2963,3.3708,0.0007494,0.002788
"ORAI1",0.5166,9.6009,1.6052,0.1085,0.1838
"MORN3",2.2122,7.0271,6.5647,5.215e-11,1.282e-09
"TMEM120B",0.1176,9.7509,0.5703,0.5685,0.6723
"RHOF",0.3844,8.9849,1.7424,0.08143,0.1456
"SETD1B",0.284,10.7131,2.0437,0.04099,0.08239
"HPD",-3.0204,6.1983,-6.3239,2.55e-10,5.367e-09
"PSMD9",0.2245,10.2479,1.5071,0.1318,0.2152
"RP11-87C12.2",0.2251,9.8063,1.2693,0.2043,0.3052
"WDR66",1.2119,7.4835,3.7431,0.0001818,0.0008329
"BCL7A",0.1372,9.8506,0.5768,0.564,0.6686
"MLXIP",-0.2176,11.7057,-0.8679,0.3854,0.5002
"LRRC43",0.5607,6.0968,1.9387,0.05254,0.1014
"B3GNT4",0.5015,9.7656,2.8007,0.005099,0.01434
"DIABLO",0.4294,10.4743,2.6975,0.006987,0.01873
"RP11-512M8.5",0.3546,10.7121,2.472,0.01344,0.03251
"VPS33A",0.1871,9.9982,1.8749,0.06081,0.1145
"CLIP1",-0.0542,11.8033,-0.3994,0.6896,0.7732
"ZCCHC8",0.1152,10.0177,1.0171,0.3091,0.4231
"RSRC2",0.2308,11.414,1.941,0.05226,0.101
"KNTC1",1.4121,9.641,6.4928,8.426e-11,1.96e-09
"HCAR2",-2.9842,7.6319,-7.1305,1e-12,3.539e-11
"HCAR3",-2.0012,7.1601,-6.1652,7.038e-10,1.344e-08
"HCAR1",-0.4937,10.2601,-1.3407,0.18,0.276
"DENR",0.5211,11.2778,2.8935,0.003809,0.01118
"CCDC62",0.3725,5.7651,1.1114,0.2664,0.3764
"HIP1R",0.0013,10.4866,0.0064,0.9949,0.9965
"VPS37B",-0.1969,10.542,-1.0424,0.2972,0.4105
"OGFOD2",0.15,8.7,0.9104,0.3626,0.4781
"ABCB9",0.2431,9.7913,1.2153,0.2242,0.3284
"ARL6IP4",0.0665,11.1477,0.2449,0.8065,0.8641
"PITPNM2",-0.1742,8.6823,-0.6143,0.539,0.6459
"MPHOSPH9",0.9585,9.062,4.8412,1.29e-06,1.11e-05
"C12orf65",0.3047,9.6502,1.7323,0.08323,0.148
"CDK2AP1",1.1488,11.9331,3.5452,0.0003924,0.001614
"SBNO1",0.2653,11.3301,1.7198,0.08547,0.1512
"KMT5A",0.5491,9.9687,2.9834,0.002851,0.00871
"RILPL2",-0.6957,9.6823,-3.5333,0.0004104,0.001679
"SNRNP35",0.024,9.7831,0.1242,0.9012,0.9319
"RILPL1",-0.2701,9.3352,-1.2109,0.2259,0.3305
"TMED2",0.7297,13.3341,4.9804,6.347e-07,5.937e-06
"DDX55",0.6251,9.599,3.6222,0.0002921,0.001253
"EIF2B1",0.0575,10.8612,0.4782,0.6325,0.7263
"GTF2H3",0.1484,10.0314,1.2915,0.1965,0.2958
"TCTN2",0.1654,9.7332,0.8514,0.3946,0.5093
"ATP6V0A2",0.3083,9.7748,1.8395,0.06583,0.1223
"DNAH10OS",1.2721,7.386,5.7465,9.112e-09,1.36e-07
"DNAH10",1.1794,7.2755,5.6669,1.454e-08,2.064e-07
"CCDC92",0.099,10.6118,0.6298,0.5288,0.6368
"ZNF664",0.6402,12.7009,3.6625,0.0002497,0.001092
"RP11-214K3.25",0.3458,7.6011,1.3413,0.1798,0.2758
"RFLNA",-0.1357,8.2741,-0.4164,0.6771,0.7635
"NCOR2",0.1678,12.4864,0.9511,0.3415,0.457
"SCARB1",-0.1517,11.3119,-0.5601,0.5754,0.6785
"UBC",-0.1821,15.9017,-0.9215,0.3568,0.4721
"DHX37",0.4855,9.6658,2.5995,0.009336,0.02388
"BRI3BP",1.2094,10.2412,4.7303,2.242e-06,1.792e-05
"AACS",-0.1856,10.7937,-0.8246,0.4096,0.5248
"TMEM132B",-0.5226,5.9011,-1.4522,0.1464,0.2345
"TMEM132C",-3.7773,7.8675,-6.478,9.296e-11,2.132e-09
"SLC15A4",-0.0833,10.089,-0.7042,0.4813,0.5933
"GLT1D1",-1.6688,5.9952,-5.1828,2.185e-07,2.303e-06
"FZD10",-0.0284,6.7761,-0.0689,0.9451,0.9623
"RIMBP2",-1.5022,6.1133,-3.1814,0.001466,0.004935
"STX2",0.0855,8.9129,0.4269,0.6694,0.7568
"RAN",0.7962,12.3176,3.833,0.0001266,0.0006094
"ADGRD1",-2.6184,7.7408,-6.2312,4.629e-10,9.223e-09
"SFSWAP",0.1931,10.5064,1.7622,0.07804,0.1405
"MMP17",0.9492,7.4128,2.4745,0.01334,0.03233
"ULK1",0.2366,10.9305,1.4845,0.1377,0.2228
"PUS1",0.8416,8.939,3.3435,0.0008272,0.003026
"EP400",0.1406,11.4118,0.9666,0.3338,0.4491
"EP400NL",0.3764,8.9502,1.6394,0.1011,0.1736
"DDX51",0.0436,9.6791,0.2573,0.7969,0.8566
"NOC4L",0.3507,8.9519,1.6149,0.1063,0.1809
"FBRSL1",0.3425,10.3678,1.6207,0.1051,0.1792
"POLE",0.9545,10.5938,5.123,3.007e-07,3.047e-06
"PXMP2",0.2516,8.627,1.1864,0.2355,0.3415
"RP13-672B3.2",0.2605,8.0199,1.1959,0.2317,0.3372
"PGAM5",0.9759,10.3411,4.33,1.491e-05,9.5e-05
"ANKLE2",0.3533,11.421,2.7529,0.005907,0.01622
"GOLGA3",0.3759,11.7929,3.6024,0.0003153,0.001339
"CHFR",0.6804,9.7278,4.1011,4.112e-05,0.0002299
"ZNF605",0.2191,9.7329,1.3524,0.1762,0.2716
"ZNF26",0.5476,9.1236,2.4362,0.01484,0.03546
"ZNF84",0.1943,10.5298,1.1447,0.2523,0.3605
"ZNF140",-0.0228,9.7579,-0.1938,0.8464,0.8938
"ZNF891",0.232,9.0773,1.0761,0.2819,0.3936
"ZNF10",-0.4008,8.8017,-1.5849,0.113,0.19
"CTD-2140B24.4",-0.3758,7.7088,-1.5498,0.1212,0.2015
"ZNF268",-0.1258,10.1793,-0.685,0.4934,0.6048
"MPHOSPH8",-0.3895,11.1499,-2.8721,0.004078,0.01185
"PSPC1",0.6056,10.5762,3.6192,0.0002955,0.001267
"ZMYM5",-0.0202,9.1588,-0.1289,0.8974,0.9293
"ZMYM2",0.4379,11.8028,2.5634,0.01037,0.02609
"GJB2",4.0961,8.2742,9.438,3.799e-21,5.825e-19
"CRYL1",-0.5407,9.4658,-2.7382,0.006177,0.01685
"IFT88",0.3538,9.2314,2.1215,0.03388,0.07033
"IL17D",-0.2014,7.843,-0.6171,0.5372,0.6439
"EEF1AKMT1",0.2858,8.3281,1.4237,0.1545,0.2445
"XPO4",0.3084,10.466,1.6269,0.1038,0.1774
"LATS2",-0.6122,9.9993,-2.681,0.007341,0.01951
"SAP18",0.2501,11.9169,1.3315,0.183,0.2799
"SKA3",3.6844,7.5376,9.9521,2.47e-23,5.165e-21
"MRPL57",0.1868,10.0288,0.8687,0.385,0.4998
"ZDHHC20",0.5754,11.2042,2.7197,0.006535,0.01768
"MICU2",0.1126,10.5085,0.5523,0.5808,0.683
"FGF9",-0.2995,6.0188,-0.5159,0.6059,0.7043
"SGCG",-2.9174,6.6287,-5.2905,1.22e-07,1.367e-06
"SACS",-0.48,10.2522,-1.4124,0.1578,0.2487
"TNFRSF19",0.7956,9.4864,2.7073,0.006782,0.01825
"MIPEP",0.7039,9.8024,3.516,0.0004382,0.00177
"PCOTH",0.7683,6.6176,2.1813,0.02916,0.06225
"C1QTNF9B",0.5379,6.6201,1.4905,0.1361,0.2209
"SPATA13",0.0808,10.9725,0.337,0.7361,0.8097
"RP11-307N16.6",-0.0721,8.8949,-0.2044,0.8381,0.8878
"AL359736.1",-0.2636,5.5807,-0.6668,0.5049,0.6151
"C1QTNF9",-2.3659,6.4194,-6.791,1.113e-11,3.106e-10
"PARP4",0.2173,11.4545,1.0426,0.2971,0.4105
"CENPJ",0.7716,8.8467,3.1692,0.001529,0.005118
"PABPC3",0.7687,10.515,3.0708,0.002135,0.006803
"MTMR6",-0.0841,10.4323,-0.4679,0.6398,0.7324
"NUP58",0.6848,10.8435,3.078,0.002084,0.006664
"ATP8A2",0.9294,7.5055,2.1502,0.03154,0.06645
"SHISA2",0.7837,9.4619,1.7152,0.08632,0.1524
"RNF6",0.2754,10.6023,1.828,0.06754,0.1248
"CDK8",0.8039,9.0003,3.6265,0.0002873,0.001236
"WASF3",-1.2612,9.3301,-3.7987,0.0001454,0.0006873
"GPR12",-2.2987,6.0622,-4.1097,3.963e-05,0.0002231
"USP12",-0.0222,10.4011,-0.1377,0.8904,0.9243
"RPL21",-0.184,8.8266,-0.8301,0.4065,0.5219
"RASL11A",-1.0714,7.9946,-3.3591,0.0007821,0.002886
"GTF3A",0.5777,11.666,2.6815,0.007329,0.01949
"MTIF3",-0.1623,10.3244,-1.0709,0.2842,0.3962
"LNX2",0.4927,9.866,2.6274,0.008605,0.02226
"POLR1D",0.4375,11.3174,2.9345,0.003341,0.009991
"ATP5EP2",0.6219,8.6805,2.3742,0.01759,0.04091
"FLT3",2.145,7.3361,4.0947,4.228e-05,0.0002357
"PAN3",0.1896,10.9831,0.9922,0.3211,0.4355
"FLT1",-0.5809,10.8992,-2.4961,0.01256,0.03069
"POMP",0.5945,11.0611,2.5373,0.01117,0.02782
"SLC46A3",-0.5191,9.5299,-2.6159,0.008899,0.02291
"MTUS2",0.7472,6.1345,1.5699,0.1164,0.1948
"SLC7A1",1.1176,10.9411,4.3581,1.312e-05,8.5e-05
"UBL3",-0.1631,11.3654,-0.9218,0.3566,0.472
"KATNAL1",-0.4134,9.6878,-2.1676,0.03019,0.0641
"UBE2L5P",0.403,6.5473,1.832,0.06695,0.124
"HMGB1",0.371,12.9688,1.8309,0.06712,0.1242
"USPL1",0.158,9.8347,0.7544,0.4506,0.5646
"ALOX5AP",0.2495,8.8884,0.9505,0.3419,0.4573
"MEDAG",-1.9195,8.8202,-4.2779,1.887e-05,0.0001164
"HSPH1",1.1479,12.0738,5.1369,2.792e-07,2.856e-06
"B3GLCT",0.263,9.0612,1.6119,0.107,0.1818
"FRY",-0.3099,10.7654,-1.1531,0.2489,0.3565
"BRCA2",1.9611,8.2297,7.3592,1.85e-13,7.655e-12
"N4BP2L1",-1.2999,9.494,-6.2342,4.542e-10,9.073e-09
"N4BP2L2",-0.3409,11.6188,-1.7374,0.08233,0.1468
"PDS5B",0.1638,10.9548,0.9061,0.3649,0.4803
"KL",-2.8376,7.4461,-8.2775,1.258e-16,9.463e-15
"STARD13",-0.2277,10.2063,-0.917,0.3591,0.4744
"RFC3",0.6572,9.1257,3.3721,0.0007458,0.002776
"MAB21L1",-2.1342,7.2635,-5.5882,2.294e-08,3.091e-07
"NBEA",-0.0087,9.373,-0.0281,0.9776,0.9846
"DCLK1",-0.0563,10.4541,-0.1453,0.8845,0.9205
"SOHLH2",-0.3916,6.0442,-0.9799,0.3271,0.4417
"CCDC169",0.1648,6.3501,0.4374,0.6618,0.7509
"CCDC169-SOHLH2",-0.5213,6.0827,-1.4363,0.1509,0.2401
"SPG20",-0.514,11.0859,-2.6658,0.00768,0.02024
"CCNA1",0.3378,6.1154,0.8565,0.3917,0.5066
"RFXAP",-0.4906,7.8341,-2.2189,0.02649,0.0575
"SMAD9",-1.3985,8.2102,-5.6879,1.286e-08,1.85e-07
"ALG5",0.1983,9.9026,1.0432,0.2969,0.4102
"EXOSC8",0.2403,9.5046,1.3558,0.1752,0.2704
"SUPT20H",0.434,10.6786,2.8956,0.003785,0.01112
"CSNK1A1L",-0.0134,6.0174,-0.0577,0.954,0.9682
"POSTN",2.1709,13.8193,5.6314,1.787e-08,2.493e-07
"TRPC4",0.7871,5.7708,3.1808,0.001469,0.004942
"UFM1",0.0665,11.319,0.6231,0.5332,0.6405
"FREM2",-0.654,7.0903,-1.6082,0.1078,0.1828
"PROSER1",0.7973,10.6093,3.5071,0.000453,0.001818
"NHLRC3",-0.3126,10.1078,-1.9236,0.05441,0.1044
"LHFP",-1.9471,10.9838,-7.3229,2.426e-13,9.645e-12
"COG6",-0.1518,9.9759,-1.1927,0.233,0.3387
"FOXO1",-1.244,10.5108,-4.6957,2.657e-06,2.093e-05
"MRPS31",-0.2338,9.3141,-1.6136,0.1066,0.1813
"SLC25A15",0.7434,8.1035,3.4778,0.0005056,0.001997
"ELF1",0.117,11.5293,0.7564,0.4494,0.5635
"WBP4",-0.6895,9.2899,-3.7022,0.0002137,0.0009592
"KBTBD6",-0.5663,9.5758,-2.7736,0.005543,0.0154
"KBTBD7",-0.2724,9.3396,-1.485,0.1375,0.2227
"MTRF1",-0.0682,7.9917,-0.3641,0.7158,0.7943
"NAA16",-0.2126,9.0285,-1.2724,0.2032,0.3037
"RGCC",-1.2321,9.7131,-4.8895,1.011e-06,8.938e-06
"VWA8",-0.2677,10.644,-1.0619,0.2883,0.4009
"DGKH",0.4913,9.9143,1.6269,0.1038,0.1774
"AKAP11",-0.3204,11.3528,-1.496,0.1346,0.2191
"TNFSF11",0.2784,6.1103,0.5451,0.5857,0.687
"EPSTI1",1.1615,8.662,3.3355,0.0008513,0.003102
"DNAJC15",0.0703,10.3331,0.3643,0.7156,0.7943
"ENOX1",0.5011,7.2769,1.6648,0.09595,0.1661
"CCDC122",-0.4042,7.5194,-1.6221,0.1048,0.1788
"LACC1",-0.2301,8.7672,-1.3232,0.1858,0.2829
"RP11-65B7.2",-0.4605,6.7234,-2.0313,0.04222,0.0844
"SERP2",-0.3377,7.2407,-1.6039,0.1087,0.1841
"TSC22D1",-0.6822,12.952,-4.2435,2.201e-05,0.0001334
"NUFIP1",-0.0829,8.447,-0.6411,0.5214,0.63
"GPALPP1",-0.1202,9.7948,-0.691,0.4896,0.6011
"GTF2F2",0.3197,9.6206,1.7559,0.07911,0.1422
"TPT1",-0.6033,16.3424,-2.6506,0.008035,0.02103
"SLC25A30",-0.5536,9.6869,-4.2701,1.954e-05,0.0001199
"COG3",-0.2008,10.3609,-1.452,0.1465,0.2345
"ERICH6B",-0.305,6.7461,-1.9049,0.05679,0.1081
"ZC3H13",-0.0855,11.8056,-0.482,0.6298,0.724
"LCP1",-0.1038,11.7005,-0.3621,0.7173,0.7953
"LRRC63",1.1525,5.7693,2.9252,0.003442,0.01026
"RUBCNL",-0.2293,7.9162,-0.7373,0.4609,0.5742
"LRCH1",-0.4305,10.1251,-2.5453,0.01092,0.02728
"ESD",-0.5249,11.4678,-3.0746,0.002108,0.006736
"HTR2A",-2.6087,6.2482,-7.3418,2.107e-13,8.545e-12
"SUCLA2",-0.5873,10.3799,-3.402,0.0006689,0.002535
"NUDT15",0.2377,9.4987,0.9991,0.3177,0.4318
"MED4",0.0602,10.5362,0.3796,0.7042,0.7851
"ITM2B",-0.7166,13.9411,-4.1863,2.835e-05,0.0001661
"LPAR6",-0.9277,10.3174,-3.8567,0.0001149,0.0005605
"RB1",-0.4249,10.7746,-1.9925,0.04632,0.09121
"RCBTB2",-1.2423,9.2983,-6.3854,1.71e-10,3.705e-09
"CYSLTR2",-0.8463,6.5366,-2.3558,0.01848,0.04264
"FNDC3A",-0.2795,11.415,-1.4081,0.1591,0.2503
"CDADC1",-0.5278,8.4714,-3.8491,0.0001186,0.0005753
"CAB39L",-1.4715,10.4524,-7.1113,1.15e-12,3.973e-11
"SETDB2",-0.636,9.3988,-3.9051,9.418e-05,0.0004712
"PHF11",0.1789,10.134,1.3214,0.1864,0.2836
"RCBTB1",0.3591,10.1236,1.7031,0.08855,0.1558
"ARL11",0.9046,7.0359,3.093,0.001982,0.006386
"EBPL",0.489,9.5188,1.9676,0.04911,0.09596
"KPNA3",0.2118,10.822,1.2994,0.1938,0.2926
"SPRYD7",0.0102,8.7608,0.0734,0.9415,0.9597
"TRIM13",0.3622,10.346,1.8072,0.07074,0.1298
"KCNRG",0.4941,7.5239,1.8796,0.06016,0.1134
"DLEU1",0.7511,7.9506,2.39,0.01685,0.03945
"DLEU7",0.9843,6.0656,3.0072,0.002637,0.008129
"RNASEH2B",0.3535,9.6763,2.0862,0.03696,0.07552
"FAM124A",0.1542,7.984,0.3981,0.6905,0.774
"SERPINE3",0.3323,6.9374,1.4138,0.1574,0.2481
"INTS6",0.3376,10.4672,1.9994,0.04557,0.08999
"WDFY2",-0.7209,9.8908,-3.6449,0.0002675,0.00116
"DHRS12",-0.6873,8.9904,-3.8353,0.0001254,0.0006041
"LINC00282",0.6616,5.7559,1.7972,0.0723,0.1319
"ATP7B",1.6623,9.4071,5.3227,1.023e-07,1.168e-06
"ALG11",-0.1566,9.4968,-0.7217,0.4705,0.5832
"UTP14C",-0.0936,10.7758,-0.5495,0.5827,0.6846
"NEK5",1.9816,7.6741,5.2536,1.491e-07,1.639e-06
"NEK3",0.0441,8.5574,0.2286,0.8192,0.8738
"THSD1",-1.4979,8.3836,-6.3147,2.707e-10,5.675e-09
"VPS36",-0.6238,10.985,-4.1659,3.101e-05,0.0001801
"CKAP2",1.8703,9.7401,6.8478,7.498e-12,2.163e-10
"HNRNPA1L2",0.1546,10.9127,0.9538,0.3402,0.4556
"SUGT1",0.0499,10.7439,0.3104,0.7562,0.8251
"OLFM4",-5.1227,7.8668,-7.7037,1.322e-14,6.629e-13
"PCDH17",1.1879,8.1308,4.3142,1.602e-05,0.0001011
"DIAPH3",3.2699,7.7407,8.3768,5.438e-17,4.399e-15
"TDRD3",-0.1788,9.7739,-1.1026,0.2702,0.3809
"PCDH20",0.4076,6.3464,0.8863,0.3755,0.4905
"RP11-310K10.1",0.4186,6.334,0.9045,0.3657,0.481
"PCDH9",-1.9225,7.6066,-3.9081,9.302e-05,0.0004663
"DACH1",0.4439,9.5257,1.1726,0.241,0.3478
"MZT1",0.9452,9.1597,3.1314,0.00174,0.005719
"BORA",0.8635,8.349,3.7856,0.0001533,0.0007196
"DIS3",-0.0263,10.9548,-0.1494,0.8812,0.9187
"PIBF1",0.0074,9.5387,0.0457,0.9636,0.9746
"KLF5",-1.2009,9.8699,-3.3994,0.0006754,0.002555
"KLF12",0.1061,9.8497,0.3768,0.7063,0.7868
"TBC1D4",-1.2377,11.2381,-5.3399,9.299e-08,1.075e-06
"COMMD6",-0.4988,10.8965,-2.348,0.01887,0.04337
"UCHL3",0.1986,9.2549,0.8852,0.3761,0.4909
"LMO7",0.4934,10.4379,1.2859,0.1985,0.2984
"KCTD12",-1.5605,12.2252,-6.0368,1.572e-09,2.775e-08
"CLN5",-0.2418,10.7044,-1.7482,0.08042,0.1441
"FBXL3",-0.512,11.6365,-3.1286,0.001756,0.005765
"RP11-226E21.4",-0.4425,9.393,-1.6855,0.0919,0.1604
"MYCBP2",-0.7666,11.8376,-3.0076,0.002633,0.00812
"SLAIN1",-1.3931,7.4819,-3.7355,0.0001873,0.0008546
"EDNRB",-2.1652,9.232,-7.8327,4.775e-15,2.597e-13
"RNF219",-0.0494,9.4349,-0.3995,0.6896,0.7732
"RBM26",-0.0114,11.0856,-0.0833,0.9336,0.9541
"NDFIP2",-0.0257,10.1282,-0.1395,0.889,0.9236
"SPRY2",-2.1988,9.8189,-9.2723,1.822e-20,2.465e-18
"SLITRK6",1.6179,9.2943,2.8934,0.003811,0.01118
"SLITRK5",-0.8094,6.941,-1.3233,0.1857,0.2829
"GPC6",0.0907,9.1457,0.2613,0.7938,0.8546
"DCT",-4.0596,6.0671,-7.3239,2.409e-13,9.601e-12
"TGDS",-0.3424,8.5804,-2.4136,0.0158,0.0374
"GPR180",0.0376,9.5241,0.1789,0.858,0.9026
"ABCC4",0.1203,8.3511,0.3971,0.6913,0.7745
